"Pattern","Replacement","Explanation","Date"
"*ai","ā","anglo-saxon, tonique","-inf"
"*ai","æ:","anglo-saxon","-inf"
"*ai","e / ai","albanais","-inf"
"*ai","e","arménien classique","-inf"
"*ai","ay","arménien classique","-inf"
"*ai","iē","lituanien, tonique","-inf"
"*ai","aī","lituanien","-inf"
"*ai","ie","letton","-inf"
"*ai","ai","letton","-inf"
"*ai","ě...-ĭ","vieux-slave","-inf"
"*ai","aē","avestique, syllabe ouverte","-inf"
"*ai","ōi","avestique","-inf"
"*ai","e","sanskrit","-inf"
"*ai","e","tokharien A (tourfanien)","-inf"
"*ai","ai...e","tokharien B (koutchéen)","-inf"
"*ai","e / ai...i","hittite","-inf"
"*oi","οι (oi)","grec ancien","-inf"
"*oi","ū","latin","-inf"
"*oi","úi","osque","-inf"
"*oi","u","gallois","-inf"
"*oi","ō","gaulois","-inf"
"*oi","oe","vieil irlandais","-inf"
"*oi","ai","gotique, tonique","-inf"
"*oi","ei / ey","norrois, tonique","-inf"
"*oi","ai / ei","vieux haut allemand, tonique","-inf"
"*oi","-ê","vieux haut allemand","-inf"
"*oi","ā","anglo-saxon, tonique","-inf"
"*oi","æ:","anglo-saxon","-inf"
"*oi","e / ai","albanais","-inf"
"*oi","ē","arménien classique","-inf"
"*oi","iē","lituanien, tonique","-inf"
"*oi","aī","lituanien","-inf"
"*oi","ie","letton","-inf"
"*oi","ai","letton","-inf"
"*oi","ě...-ĭ","vieux-slave","-inf"
"*oi","aē","avestique, syllabe ouverte","-inf"
"*oi","ōi","avestique","-inf"
"*oi","e","sanskrit","-inf"
"*oi","e","tokharien A (tourfanien)","-inf"
"*oi","ai...e","tokharien B (koutchéen)","-inf"
"*oi","e / ai...i","hittite","-inf"
"*ei","ει (ei)","grec ancien","-inf"
"*ei","ī","latin","-inf"
"*ei","ei","osque","-inf"
"*ei","wy","gallois","-inf"
"*ei","ē...> iē","gaulois","-inf"
"*ei","ía","vieil irlandais","-inf"
"*ei","é","vieil irlandais","-inf"
"*ei","ei","gotique","-inf"
"*ei","í / ý","norrois","-inf"
"*ei","î","vieux haut allemand","-inf"
"*ei","ī","anglo-saxon","-inf"
"*ei","i","albanais","-inf"
"*ei","i","arménien classique","-inf"
"*ei","iē","lituanien, tonique","-inf"
"*ei","eī","lituanien","-inf"
"*ei","ie","letton","-inf"
"*ei","ei","letton","-inf"
"*ei","i","vieux-slave","-inf"
"*ei","aē","avestique, syllabe ouverte","-inf"
"*ei","ōi","avestique","-inf"
"*ei","e","sanskrit","-inf"
"*ei","e / i","tokharien A (tourfanien)","-inf"
"*ei","e / i","tokharien B (koutchéen)","-inf"
"*ei","e / ai...i","hittite","-inf"
"*au","αυ (au)","grec ancien","-inf"
"*au","au","latin","-inf"
"*au","av","osque","-inf"
"*au","u","gallois","-inf"
"*au","au > ū","gaulois","-inf"
"*au","úa","vieil irlandais","-inf"
"*au","ó","vieil irlandais","-inf"
"*au","au","gotique","-inf"
"*au","au / ey","norrois, tonique","-inf"
"*au","ou / au","vieux haut allemand, tonique","-inf"
"*au","-ô","vieux haut allemand","-inf"
"*au","ēa / īe","anglo-saxon","-inf"
"*au","a","albanais","-inf"
"*au","aw","arménien classique","-inf"
"*au","aū","lituanien","-inf"
"*au","au","letton","-inf"
"*au","u","letton","-inf"
"*au","u","vieux-slave","-inf"
"*au","ao","avestique, syllabe ouverte","-inf"
"*au","ə:u","avestique","-inf"
"*au","o","sanskrit","-inf"
"*au","o","tokharien A (tourfanien)","-inf"
"*au","au","tokharien B (koutchéen)","-inf"
"*au","u","hittite","-inf"
"*ou","ου (ou)","grec ancien","-inf"
"*ou","ū","latin","-inf"
"*ou","úv","osque","-inf"
"*ou","u","gallois","-inf"
"*ou","ou...au","gaulois","-inf"
"*ou","> ō","gaulois","-inf"
"*ou","úa","vieil irlandais","-inf"
"*ou","ó","vieil irlandais","-inf"
"*ou","au","gotique","-inf"
"*ou","au / ey","norrois, tonique","-inf"
"*ou","ou / au","vieux haut allemand, tonique","-inf"
"*ou","-ô","vieux haut allemand","-inf"
"*ou","ēa / īe","anglo-saxon","-inf"
"*ou","a...e ?","albanais","-inf"
"*ou","oy","arménien classique","-inf"
"*ou","aū","lituanien","-inf"
"*ou","au","letton","-inf"
"*ou","u","letton","-inf"
"*ou","u","vieux-slave","-inf"
"*ou","ao","avestique, syllabe ouverte","-inf"
"*ou","ə:u","avestique","-inf"
"*ou","o","sanskrit","-inf"
"*ou","o","tokharien A (tourfanien)","-inf"
"*ou","eu > au","tokharien B (koutchéen)","-inf"
"*ou","u","hittite","-inf"
"*eu","ευ (eu)","grec ancien","-inf"
"*eu","ū","latin","-inf"
"*eu","úv","osque","-inf"
"*eu","u","gallois","-inf"
"*eu","eu > ou","gaulois","-inf"
"*eu","úa","vieil irlandais","-inf"
"*eu","ó","vieil irlandais","-inf"
"*eu","iu","gotique","-inf"
"*eu","iu / ió","norrois","-inf"
"*eu","iu / io / eo","vieux haut allemand","-inf"
"*eu","ēo / īe","anglo-saxon","-inf"
"*eu","e","albanais","-inf"
"*eu","oy","arménien classique","-inf"
"*eu","aū / iaū","lituanien","-inf"
"*eu","au / iau","letton","-inf"
"*eu","u / ju","vieux-slave","-inf"
"*eu","ao","avestique, syllabe ouverte","-inf"
"*eu","ə:u","avestique","-inf"
"*eu","o","sanskrit","-inf"
"*eu","u / Ø","tokharien A (tourfanien)","-inf"
"*eu","yu / u / Ø","tokharien B (koutchéen)","-inf"
"*eu","u","hittite","-inf"
